minutevol,tropicprice,minuteprice,dmnckprice
630784,0.047708333,0.036354167,0.024023438
1016832,0.048098958,0.036354167,0.024023438
1002496,0.040286458,0.035078125,0.024023438
830464,0.048098958,0.035078125,0.024023438
756736,0.044140625,0.034244792,0.024023438
795648,0.044140625,0.036354167,0.024023438
943104,0.048098958,0.036875,0.024023438
1556480,0.043411458,0.034765625,0.024023438
1266688,0.043411458,0.034765625,0.024023438
889856,0.042630208,0.034765625,0.024023438
1315840,0.042630208,0.038671875,0.024023438
1016832,0.044140625,0.038671875,0.024023438
626688,0.044140625,0.038984375,0.024023438
804864,0.044140625,0.04,0.024023438
646144,0.040286458,0.034765625,0.024023438
4393984.002,0.048098958,0.034765625,0.024023438
759808,0.040286458,0.035078125,0.024023438
563200,0.038723958,0.044479167,0.024023438
1363968,0.038723958,0.039244792,0.024023438
718848,0.038723958,0.038411458,0.024023438
563200,0.048098958,0.043645833,0.024023438
1190912,0.044270833,0.039244792,0.024023438
702464,0.042395833,0.039244792,0.024023438
533504,0.046223958,0.044479167,0.021757813
2066432,0.048098958,0.033307292,0.021757813
537600,0.036041667,0.044479167,0.026445313
610304,0.048098958,0.044479167,0.026445313
622592,0.048098958,0.044479167,0.027226563
1682432,0.048098958,0.033307292,0.024882813
637952,0.048098958,0.044479167,0.024882813
427008,0.044192708,0.044713542,0.024882813
612352,0.044192708,0.044713542,0.027226563
571392,0.040286458,0.043359375,0.027226563
451584,0.046744792,0.043359375,0.027226563
1448960,0.044401042,0.039495263,0.027226563
494592,0.048098958,0.040807292,0.021757813
1277952,0.048098958,0.043880208,0.027226563
1667072,0.044140625,0.041588542,0.024882813
460800,0.048098958,0.044713542,0.023320313
530432,0.046276042,0.044088542,0.026445313
2388992,0.048098958,0.038932292,0.027226563
1508352,0.046536458,0.038932292,0.028789063
1031168,0.046380208,0.036901042,0.023828125
1010688,0.042473958,0.033307292,0.029296875
1727488,0.042473958,0.035651042,0.028203125
651264,0.046380208,0.041119792,0.028203125
858112,0.044739583,0.037630208,0.025390625
2691072.001,0.0425,0.035286458,0.028203125
337920,0.049817708,0.043645833,0.029960938
344064,0.049817708,0.043645833,0.035429688
440320,0.049817708,0.043645833,0.035429688
374784,0.049817708,0.043645833,0.035429688
968704,0.049817708,0.041848958,0.033867188
285696,0.049817708,0.043645833,0.033867188
336896,0.049817708,0.043645833,0.033671875
365568,0.049817708,0.043645833,0.032109375
333824,0.049817708,0.043645833,0.032304688
10430464,0.049817708,0.034817708,0.032304688
324608,0.049817708,0.043645833,0.031523438
411648,0.049817708,0.043645833,0.025273438
520192,0.049869792,0.043645833,0.031523438
2230272,0.051432292,0.038723958,0.035429688
316416,0.048828125,0.042514706,0.026445313
403456,0.051432292,0.043645833,0.029960938
1839103.999,0.051432292,0.038723958,0.029960938
445440,0.050796241,0.040625,0.025273438
2697216,0.051172972,0.035703125,0.022929688
928768,0.049749497,0.035703125,0.027617188
668672,0.048759203,0.040625,0.033085938
1112064,0.042630208,0.035703125,0.029179688
711680,0.042109375,0.035703125,0.026054688
945152,0.039453125,0.032526042,0.027617188
673792,0.039973958,0.032526042,0.025664063
855040,0.042630208,0.032526042,0.025664063
611328,0.041536458,0.032447917,0.021367188
492544,0.041536458,0.032447917,0.027617188
2166784,0.040026042,0.032447917,0.027617188
859136,0.040026042,0.032447917,0.025273438
1064960,0.038151042,0.031744792,0.025273438
596992,0.042630208,0.031744792,0.027617188
690176,0.042630208,0.031744792,0.027617188
902144,0.042630208,0.032447917,0.027617188
480256,0.042630208,0.032447917,0.020585938
1656832,0.041223958,0.032447917,0.027617188
4319232,0.041223958,0.030182292,0.027617188
1446912,0.030520833,0.030182292,0.026054688
627712,0.041223958,0.032447917,0.026054688
680960,0.035442708,0.030026042,0.024492188
564224,0.041223958,0.030026042,0.019804688
736256,0.035442708,0.030026042,0.026054688
1539072,0.035442708,0.030026042,0.025664063
6736896.001,0.041223958,0.026432292,0.026054688
680960,0.037786458,0.030026042,0.026054688
693248,0.041223958,0.030026042,0.024492188
479232,0.041223958,0.030026042,0.024492188
680960,0.035442708,0.030026042,0.024492188
1302528,0.035442708,0.026354167,0.021367188
1088512,0.041223958,0.030026042,0.022148438
3061760.001,0.041223958,0.028776042,0.024492188
1370112,0.035442708,0.028776042,0.024492188
675840,0.035442708,0.030026042,0.024492188
742400,0.035286458,0.030026042,0.024101563
763904,0.041067708,0.030026042,0.024101563
679936,0.037005208,0.030026042,0.019804688
712704,0.037005208,0.030026042,0.019804688
5612544,0.041223958,0.025651042,0.023710938
788480,0.041223958,0.030026042,0.022929688
719872,0.035442708,0.030026042,0.022929688
978944,0.041223958,0.030026042,0.022929688
799744,0.039762827,0.030026042,0.024492188
809984,0.041223958,0.029835929,0.024492188
833536,0.041223958,0.029557292,0.024179688
765952,0.041223958,0.029672213,0.023710938
11257856,0.041223958,0.028776042,0.023671875
830464,0.041223958,0.030026042,0.024101563
2706432,0.041223958,0.027213542,0.02421875
807936,0.041223958,0.030026042,0.024492188
805888,0.041223958,0.030026042,0.024492188
1110016,0.035442708,0.030026042,0.024492188
719872,0.040177569,0.030026042,0.023789063
762880,0.041223958,0.030026042,0.024492188
914432,0.041223958,0.030026042,0.024296875
1009664,0.039842775,0.030026042,0.024101563
1655808,0.038567708,0.030026042,0.024101563
996352,0.038221102,0.029943263,0.02421875
772096,0.037786458,0.030668579,0.024492188
1167360,0.038144352,0.034713542,0.024492188
1064960,0.040130208,0.034745322,0.023476563
827392,0.040130208,0.034607516,0.022148438
804864,0.040130208,0.032215754,0.022460938
882688,0.035442708,0.031119792,0.019882813
6157311.999,0.040130208,0.031119792,0.024492188
753664,0.035442708,0.032466759,0.023789063
550912,0.033880208,0.036083145,0.022929688
1314816,0.033880208,0.034765625,0.023398438
724992,0.034769264,0.035276169,0.024492188
649216,0.039939681,0.03551304,0.024492188
966656,0.039427083,0.034765625,0.024492188
956416,0.039538077,0.034967495,0.021992188
704512,0.040130208,0.036796875,0.022148438
2548736,0.037190922,0.0275,0.022851563
530432,0.030052083,0.036796875,0.024492188
601088,0.040130208,0.036796875,0.02484375
663552,0.040130208,0.036796875,0.026054688
3240960,0.040130208,0.0275,0.026054688
578560,0.040130208,0.036879916,0.026054688
549888,0.039348958,0.037109375,0.026054688
598016,0.036887092,0.037109375,0.026054688
498688,0.035442708,0.037109375,0.02578125
601088,0.035584979,0.036735239,0.025273438
1031168,0.035442708,0.034795672,0.024804688
656384,0.035409752,0.036548101,0.022851563
535552,0.034356661,0.037109375,0.025273438
1372160,0.030171795,0.036594308,0.025273438
790528,0.039673091,0.033714806,0.023554688
774144,0.038307292,0.031202688,0.023710938
2753535.999,0.040130208,0.034765625,0.024570313
2398207.999,0.040286458,0.034384239,0.022109375
856064,0.040236684,0.031638156,0.021953125
846848,0.039765625,0.030960516,0.02484375
1225728,0.039891173,0.032942708,0.024765625
616448,0.040625,0.035286458,0.02421875
624640,0.041583453,0.034433483,0.0234375
2406400,0.041770595,0.033723958,0.02453125
667648,0.060457603,0.051276042,0.031914063
3052543.999,0.060459987,0.039973958,0.040507813
820224,0.060463746,0.051276042,0.038554688
606208,0.060465468,0.051276042,0.038554688
2214911.999,0.060443157,0.046744792,0.040507813
590848,0.060390625,0.048671875,0.040507813
964608,0.060390625,0.048671875,0.040507813
527360,0.060390625,0.051276042,0.035820313
2846720,0.060390625,0.038411458,0.035820313
1016832,0.060390625,0.051276042,0.035429688
758784,0.060390625,0.051276042,0.033867188
735232,0.055859375,0.051276042,0.034257813
1990656.001,0.055859375,0.043619792,0.034257813
472064,0.055859375,0.051276042,0.031523438
887808,0.060390625,0.048151042,0.031523438
987136,0.055859375,0.048151042,0.031523438
2052096,0.055859375,0.042057292,0.040507813
773120,0.05171875,0.048912267,0.029179688
641024,0.05796875,0.051276042,0.031914063
2206719.999,0.05796875,0.038932292,0.031914063
704512,0.05796875,0.048151042,0.029179688
2672640.001,0.060390625,0.042057292,0.026835938
874496,0.053515625,0.037890625,0.031523438
1200128,0.051432292,0.047109375,0.038554688
2004991.999,0.056119792,0.041488679,0.036601563
1303552,0.048828125,0.041400208,0.026445313
1252352,0.039453125,0.037890625,0.036601563
967680,0.046744792,0.037890625,0.032695313
1165312,0.056119792,0.037890625,0.032695313
894976,0.048307292,0.042578125,0.025273438
954368,0.048307292,0.041015625,0.034648438
2242560,0.046744792,0.036328125,0.034648438
1505280,0.046744792,0.041015625,0.025273438
879616,0.038151042,0.041015625,0.029179688
896000,0.056119792,0.041015625,0.034648438
1267712,0.056119792,0.041015625,0.034648438
1918976,0.056119792,0.036328125,0.033085938
830464,0.056119792,0.042578125,0.026054688
1211392,0.054036458,0.041015625,0.034648438
4105216,0.054036458,0.033984375,0.034648438
1379328,0.039192708,0.033984375,0.029960938
781312,0.054036458,0.042578125,0.029960938
1007616,0.041536458,0.036953125,0.027617188
1053696,0.050390625,0.036171875,0.022929688
1013760,0.041536458,0.036171875,0.036210938
1844224.001,0.041536458,0.036171875,0.032695313
4801535.998,0.054036458,0.030703125,0.036210938
835584,0.043880208,0.039296875,0.036210938
924672,0.048828125,0.039296875,0.027617188
846848,0.048828125,0.039296875,0.027617188
741376,0.041536458,0.039296875,0.036210938
1511424,0.041536458,0.034609375,0.026835938
1445888,0.054036458,0.037369792,0.025273438
2661376,0.051432292,0.031901042,0.030742188
1346560,0.038932292,0.031901042,0.030742188
780288,0.041536458,0.037369792,0.027617188
717824,0.047786458,0.039296875,0.027226563
805888,0.043098958,0.039296875,0.022929688
599040,0.043098958,0.039296875,0.022929688
1507328,0.054036458,0.039296875,0.026835938
3794943.999,0.054036458,0.030703125,0.026835938
864256,0.050911458,0.039296875,0.023710938
823296,0.038411458,0.039296875,0.023710938
1925120,0.054036458,0.036171875,0.023710938
831488,0.045442708,0.036171875,0.024023438
1307648,0.054036458,0.035390625,0.024023438
1097728,0.049973958,0.034609375,0.024023438
7259136.002,0.049973958,0.031901042,0.024023438
971776,0.047890625,0.037369792,0.024023438
2397183.999,0.047890625,0.030338542,0.024023438
889856,0.049973958,0.037369792,0.024023438
1073152,0.050911458,0.037369792,0.024023438
1417216,0.041536458,0.036171875,0.024023438
1181696,0.050911458,0.036171875,0.024023438
1070080,0.045703125,0.034244792,0.024023438
978944,0.045703125,0.037369792,0.024023438
1192960,0.050911458,0.037890625,0.024023438
1855488,0.044661458,0.034765625,0.024023438
1549312,0.044661458,0.034765625,0.024023438
1223680,0.043880208,0.035546875,0.024023438
1204224,0.043880208,0.039453125,0.024023438
1476608,0.045703125,0.039453125,0.024023438
917504,0.045703125,0.040078125,0.024023438
1055744,0.045703125,0.041015625,0.024023438
1148928,0.041536458,0.034765625,0.024023438
4162559.999,0.050911458,0.034765625,0.024023438
970752,0.041536458,0.036171875,0.024023438
979968,0.039973958,0.047265625,0.024023438
1951744,0.039973958,0.041015625,0.024023438
977920,0.039973958,0.038411458,0.024023438
710656,0.050911458,0.044661458,0.024023438
1654784,0.045520833,0.041015625,0.024023438
1153024,0.042395833,0.041015625,0.024023438
906240,0.047786458,0.047265625,0.021757813
2879488,0.050911458,0.035390625,0.021757813
765952,0.038151042,0.047265625,0.027226563
953344,0.050911458,0.047265625,0.027226563
827392,0.050911458,0.047265625,0.028007813
2118656,0.050911458,0.035390625,0.024882813
798720,0.050911458,0.047265625,0.024882813
673792,0.045442708,0.048046875,0.024882813
951296,0.041536458,0.044921875,0.028007813
664576,0.048307292,0.044921875,0.027226563
1355776,0.044401042,0.041323908,0.027226563
673792,0.050911458,0.042578125,0.021757813
1095680,0.050911458,0.045442708,0.028007813
2198528,0.045703125,0.043359375,0.024882813
858112,0.050911458,0.048046875,0.023320313
738304,0.049088542,0.046796875,0.027226563
3211264.001,0.050911458,0.040390625,0.028007813
1348608,0.047786458,0.040390625,0.030351563
1577984,0.049088542,0.038671875,0.024570313
1348608,0.043619792,0.034973958,0.030351563
2122752.001,0.043619792,0.037317708,0.029179688
1002496,0.049088542,0.044348958,0.029179688
1199104,0.045963542,0.039192708,0.026132813
2791424,0.043984375,0.035286458,0.029648438
372736,0.051484375,0.043645833,0.031132813
1116160,0.051484375,0.038723958,0.036601563
481280,0.051484375,0.043645833,0.035429688
539648,0.051484375,0.043645833,0.035429688
1018880,0.051484375,0.043411458,0.036601563
532480,0.05875,0.047265625,0.038164063
390144,0.05875,0.047265625,0.038164063
761856,0.05875,0.043723958,0.035039063
287744,0.05875,0.048411458,0.035039063
1655808,0.05875,0.038411458,0.035039063
315392,0.05875,0.048411458,0.03484375
504832,0.05875,0.048411458,0.03328125
477184,0.055859375,0.048411458,0.033476563
792576,0.055859375,0.042161458,0.033476563
374784,0.055859375,0.048411458,0.031523438
600064,0.05875,0.046744792,0.031523438
497664,0.055571596,0.046744792,0.031523438
1518592,0.0553751,0.040598958,0.038164063
346112,0.051328125,0.046636061,0.028398438
402432,0.056015625,0.048411458,0.031132813
1245184,0.056015625,0.038932292,0.031132813
1248256,0.0571875,0.040598958,0.026054688
739328,0.051953125,0.037890625,0.030742188
653312,0.049869792,0.045703125,0.037773438
1197056,0.052994792,0.039973958,0.032695313
665600,0.047265625,0.039973958,0.026445313
946176,0.039453125,0.036640625,0.032695313
712704,0.045182292,0.036640625,0.028789063
807936,0.052994792,0.036640625,0.028789063
408576,0.046744792,0.0403125,0.024492188
475136,0.046744792,0.04,0.030742188
1346560,0.045182292,0.036328125,0.030742188
452608,0.045182292,0.04,0.025273438
402432,0.038151042,0.039505208,0.028398438
418816,0.052994792,0.039505208,0.030742188
599040,0.052994792,0.039505208,0.030742188
1606656,0.052994792,0.036328125,0.032304688
415744,0.052994792,0.0403125,0.025273438
857088,0.037942708,0.033984375,0.029179688
433152,0.051223958,0.0403125,0.029179688
547840,0.040286458,0.035859375,0.026835938
471040,0.048828125,0.035442708,0.022148438
600064,0.040286458,0.035442708,0.031523438
1065984,0.040286458,0.035442708,0.028789063
3991551.998,0.051223958,0.029973958,0.031523438
546816,0.042630208,0.0371875,0.031523438
710656,0.047265625,0.0371875,0.026835938
1737728,0.047265625,0.0371875,0.026835938
590848,0.040286458,0.032734375,0.025429688
857088,0.051223958,0.036354167,0.024492188
1541120,0.049869792,0.031901042,0.029179688
778240,0.038932292,0.031901042,0.029179688
492544,0.035286458,0.0371875,0.024101563
386048,0.041848958,0.0371875,0.022148438
2805760,0.051223958,0.029609375,0.026054688
431104,0.049348958,0.0371875,0.023710938
350208,0.038411458,0.0371875,0.023710938
848896,0.051223958,0.035078125,0.023710938
503808,0.045185481,0.034833075,0.026523438
717824,0.049258419,0.033493979,0.026835938
822272,0.047957941,0.032161458,0.026679688
691200,0.047708333,0.034330975,0.026054688
7472128.003,0.047524442,0.031901042,0.02484375
542720,0.046875,0.036354167,0.026445313
1531904,0.047055341,0.030338542,0.026757813
699392,0.047864583,0.036354167,0.027617188
723968,0.048098958,0.035653221,0.02828125
765952,0.040286458,0.035078125,0.027617188
496640,0.044661206,0.034769489,0.026757813
578560,0.044140625,0.0345693,0.027851563
578560,0.044673979,0.036579143,0.02546875
737280,0.045794605,0.035822025,0.024257813
1043456,0.043411458,0.034765625,0.024882813
804864,0.043020833,0.034765625,0.023085938
658432,0.042630208,0.035215786,0.029023438
824320,0.043432538,0.038671875,0.029257813
636928,0.044140625,0.038723958,0.026914063
571392,0.044140625,0.0338622,0.025234375
618496,0.045001294,0.035345671,0.025039063
646144,0.040286458,0.034765625,0.025429688
4199424,0.048098958,0.034851524,0.0225
599040,0.040286458,0.037274711,0.024101563
414720,0.038723958,0.041342709,0.026289063
698368,0.038723958,0.038913717,0.024101563
410624,0.038723958,0.039816075,0.025625
797696,0.044493388,0.035275067,0.027460938
667648,0.043763608,0.039162184,0.029570313
496640,0.042939985,0.040234292,0.023710938
433152,0.046881297,0.044479167,0.025507813
1454080,0.046266142,0.033307292,0.026054688
289792,0.036041667,0.044479167,0.030195313
320512,0.048098958,0.044479167,0.03
356352,0.048098958,0.044479167,0.030351563
1385472,0.048098958,0.033307292,0.028007813
284672,0.048098958,0.044500777,0.028203125
326656,0.044192708,0.044713542,0.02890625
293888,0.04165133,0.044340049,0.030742188
462848,0.040286458,0.043359375,0.03078125
280576,0.046744792,0.042759817,0.030351563
642048,0.044724616,0.039296843,0.028945313
375808,0.048098958,0.041141584,0.024648438
418816,0.048098958,0.043880208,0.029882813
1053696,0.044140625,0.041588542,0.028007813
231424,0.047530716,0.044546132,0.026132813
782336,0.050193264,0.034810162,0.027851563
592896,0.048255208,0.037794851,0.0275
1988608.001,0.044189753,0.036624873,0.030703125
435200,0.051484375,0.043645833,0.031132813
2047999.999,0.051484375,0.038723958,0.036601563
454656,0.051484375,0.043645833,0.035429688
385024,0.051484375,0.043645833,0.035429688
1376256,0.051484375,0.043411458,0.036601563
440320,0.051484375,0.043645833,0.036601563
447488,0.051484375,0.043645833,0.036601563
1036288,0.051484375,0.041848958,0.035039063
323584,0.051484375,0.043645833,0.035039063
2359295.999,0.051484375,0.038411458,0.035039063
574464,0.051484375,0.043645833,0.03328125
435200,0.051484375,0.043645833,0.033476563
1321984,0.051484375,0.040286458,0.033476563
487424,0.051484375,0.043645833,0.031523438
522240,0.051484375,0.043645833,0.031523438
634880,0.051432292,0.043645833,0.031523438
2142208,0.051432292,0.038723958,0.036601563
420864,0.04765625,0.041377997,0.027617188
399360,0.050260417,0.043645833,0.031132813
4342784.002,0.050260417,0.037177617,0.031132813
481280,0.049791695,0.042552083,0.028789063
1605632,0.051135972,0.037630208,0.026445313
1125376,0.049520956,0.037630208,0.031132813
995328,0.049466432,0.042552083,0.035820313
1845248.001,0.046744792,0.037630208,0.030351563
915456,0.044140625,0.037630208,0.026445313
962560,0.039453125,0.034140625,0.029179688
760832,0.042057292,0.034140625,0.026445313
950272,0.046744792,0.034140625,0.026445313
606208,0.043619792,0.037495795,0.022148438
592896,0.043619792,0.03706376,0.028398438
2009087.999,0.042057292,0.034140625,0.028398438
548864,0.042057292,0.035546875,0.025273438
768000,0.038151042,0.034739583,0.026054688
613376,0.046744792,0.034739583,0.028398438
659456,0.046744792,0.034739583,0.028398438
1551360,0.046744792,0.034140625,0.029179688
586752,0.046744792,0.035546875,0.021757813
1289216,0.045182292,0.035546875,0.028398438
5777408.001,0.045182292,0.033782828,0.028398438
1674240,0.033463542,0.03392329,0.026835938
715776,0.045182292,0.035546875,0.026835938
734208,0.037369792,0.032682292,0.025273438
650240,0.045182292,0.032265625,0.020585938
706560,0.037369792,0.032265625,0.027617188
1757184,0.037369792,0.032265625,0.026445313
6403072.003,0.045182292,0.027578125,0.027617188
696320,0.039713542,0.032682292,0.027617188
899072,0.044140625,0.032682292,0.025273438
937984,0.044140625,0.032682292,0.025273438
2417664,0.037369792,0.032682292,0.026054688
1229824,0.037369792,0.028776042,0.022695313
2838527.999,0.045182292,0.030338542,0.026054688
615424,0.035286458,0.032682292,0.024101563
584704,0.043098958,0.032682292,0.024882813
687104,0.038932292,0.032682292,0.020585938
775168,0.038932292,0.032682292,0.020585938
968704,0.045182292,0.032682292,0.024492188
6045696.002,0.045182292,0.027213542,0.024492188
600064,0.045182292,0.032682292,0.023710938
770048,0.037369792,0.032682292,0.023710938
1905664,0.045182292,0.032682292,0.023710938
568320,0.041276042,0.032682292,0.024023438
862208,0.045182292,0.031901042,0.024023438
1009664,0.045182292,0.031119792,0.024023438
855040,0.044791667,0.031119792,0.024023438
12180480,0.044791667,0.030338542,0.024023438
953344,0.044791667,0.032682292,0.024023438
2721792,0.044791667,0.028776042,0.024023438
671744,0.044791667,0.032682292,0.024023438
784384,0.045182292,0.032682292,0.024023438
976896,0.037369792,0.032682292,0.024023438
696320,0.045182292,0.032682292,0.024023438
863232,0.044140625,0.032682292,0.024023438
809984,0.044140625,0.032682292,0.024023438
734208,0.045182292,0.032682292,0.024023438
1080320,0.040494792,0.032682292,0.024023438
1447936,0.040494792,0.032682292,0.024023438
702464,0.039713542,0.032526042,0.024023438
910336,0.039713542,0.036432292,0.024023438
815104,0.043359375,0.036432292,0.024023438
720896,0.043359375,0.036588542,0.024023438
646144,0.043359375,0.035807292,0.024023438
618496,0.037369792,0.032682292,0.024023438
7103487.998,0.044401042,0.032682292,0.024023438
808960,0.037369792,0.032682292,0.024023438
653312,0.035807292,0.039453125,0.024023438
915456,0.035807292,0.036328125,0.024023438
753664,0.035807292,0.036328125,0.024023438
539648,0.044401042,0.039453125,0.024023438
870400,0.041354167,0.036328125,0.024023438
1045504,0.041354167,0.036328125,0.024023438
726016,0.044401042,0.039453125,0.021757813
3633151.999,0.044401042,0.029557292,0.021757813
494592,0.033229167,0.039453125,0.024882813
664576,0.044401042,0.039453125,0.024882813
594944,0.044401042,0.039453125,0.025664063
1715200,0.044401042,0.029557292,0.024882813
567296,0.044401042,0.039453125,0.024882813
559104,0.041276042,0.040234375,0.024882813
608256,0.041276042,0.040234375,0.025664063
504832,0.044401042,0.040234375,0.025664063
778240,0.042838542,0.036542051,0.025664063
496640,0.044401042,0.037890625,0.021757813
586752,0.044401042,0.040234375,0.025664063
2889728,0.043359375,0.038671875,0.024882813
482304,0.044401042,0.040234375,0.023320313
634880,0.042578125,0.039609375,0.024882813
3890175.999,0.044401042,0.036015625,0.025664063
2312191.999,0.043619792,0.036015625,0.025117188
838656,0.045911458,0.033984375,0.023671875
764928,0.042786458,0.033203125,0.027578125
1454080,0.042786458,0.035546875,0.02859375
1168384,0.045911458,0.039453125,0.02859375
760832,0.045130208,0.037630208,0.025234375
3353599.999,0.044921875,0.035286458,0.02859375
412672,0.060534433,0.051276042,0.031914063
2625536,0.060508569,0.039973958,0.040507813
533504,0.060544046,0.051276042,0.038554688
486400,0.06048057,0.051276042,0.038554688
2238464,0.060492896,0.046744792,0.040507813
708608,0.060390625,0.048671875,0.040507813
594944,0.060390625,0.048671875,0.040507813
1594368,0.060390625,0.045182292,0.035820313
419840,0.060390625,0.051276042,0.035820313
3720192,0.060390625,0.038411458,0.035820313
587776,0.060390625,0.051276042,0.035429688
438272,0.060390625,0.051276042,0.033867188
643072,0.055859375,0.051276042,0.034257813
694272,0.055859375,0.051276042,0.031523438
991232,0.053515625,0.048151042,0.031523438
2905087.999,0.053515625,0.042057292,0.040507813
364544,0.047265625,0.05093816,0.029179688
363520,0.060390625,0.051276042,0.031914063
2788351.999,0.060390625,0.038932292,0.031914063
442368,0.060390625,0.048151042,0.029179688
3561472.001,0.060390625,0.042057292,0.026835938
1116160,0.053515625,0.037890625,0.031523438
1307648,0.051432292,0.047109375,0.038554688
2969599.999,0.056119792,0.040963338,0.036601563
1179648,0.048828125,0.040833418,0.026445313
1385472,0.039453125,0.037890625,0.036601563
1038336,0.046744792,0.037890625,0.032695313
1148928,0.056119792,0.037890625,0.032695313
545792,0.048307292,0.042578125,0.025273438
1072128,0.048307292,0.041015625,0.034648438
3071999.999,0.046744792,0.036328125,0.034648438
1074176,0.046744792,0.041015625,0.025273438
735232,0.038151042,0.041015625,0.029179688
808960,0.056119792,0.041015625,0.034648438
1485824,0.056119792,0.041015625,0.034648438
2528256,0.056119792,0.036328125,0.033085938
756736,0.056119792,0.042578125,0.026054688
1998848,0.054036458,0.041015625,0.034648438
6528000.002,0.054036458,0.033984375,0.034648438
2216959.999,0.039192708,0.033984375,0.029960938
809984,0.054036458,0.042578125,0.029960938
1100800,0.041536458,0.036953125,0.027617188
1266688,0.050390625,0.036171875,0.022929688
1172480,0.041536458,0.036171875,0.036210938
1721344,0.041536458,0.036171875,0.032695313
6594560.001,0.054036458,0.030703125,0.036210938
806912,0.043880208,0.039296875,0.036210938
886784,0.048828125,0.039296875,0.027617188
756736,0.041536458,0.039296875,0.036210938
1861632,0.041536458,0.034609375,0.026835938
1849344,0.054036458,0.037369792,0.025273438
5325823.998,0.051432292,0.031901042,0.030742188
1727488,0.038932292,0.031901042,0.030742188
817152,0.041536458,0.037369792,0.027617188
701440,0.035286458,0.039296875,0.024101563
534528,0.047786458,0.039296875,0.027226563
534528,0.043098958,0.039296875,0.022929688
586752,0.043098958,0.039296875,0.022929688
2395135.999,0.054036458,0.039296875,0.026835938
5137408,0.054036458,0.030703125,0.026835938
749568,0.050911458,0.039296875,0.023710938
1221632,0.038411458,0.039296875,0.023710938
2200576.001,0.054036458,0.036171875,0.023710938
1806336,0.054036458,0.035390625,0.024023438
1924096,0.050911458,0.032161458,0.024023438
1394688,0.049973958,0.034609375,0.024023438
11322368,0.049973958,0.031901042,0.024023438
1181696,0.047890625,0.037369792,0.024023438
3226624,0.047890625,0.030338542,0.024023438
825344,0.049973958,0.037369792,0.024023438
1527808,0.050911458,0.037369792,0.024023438
1438720,0.041536458,0.036171875,0.024023438
1002496,0.050911458,0.036171875,0.024023438
1303552,0.045703125,0.034244792,0.024023438
910336,0.045703125,0.037369792,0.024023438
1018880,0.050911458,0.037890625,0.024023438
1715200,0.044661458,0.034765625,0.024023438
1086464,0.043880208,0.039453125,0.024023438
1096704,0.045703125,0.039453125,0.024023438
1009664,0.045703125,0.040078125,0.024023438
1071104,0.045703125,0.041015625,0.024023438
1222656,0.041536458,0.034765625,0.024023438
7661568.003,0.050911458,0.034765625,0.024023438
1111040,0.041536458,0.036171875,0.024023438
799744,0.039973958,0.047265625,0.024023438
1625088,0.039973958,0.041015625,0.024023438
6322176.003,0.039973958,0.038411458,0.024023438
841728,0.050911458,0.044661458,0.024023438
1774592,0.045520833,0.041015625,0.024023438
1494016,0.042395833,0.041015625,0.024023438
735232,0.047786458,0.047265625,0.021757813
2393088,0.050911458,0.035390625,0.021757813
590848,0.038151042,0.047265625,0.027226563
752640,0.050911458,0.047265625,0.027226563
703488,0.050911458,0.047265625,0.028007813
2599935.999,0.050911458,0.035390625,0.024882813
653312,0.050911458,0.047265625,0.024882813
528384,0.045442708,0.048046875,0.024882813
617472,0.045442708,0.048046875,0.028007813
575488,0.041536458,0.044921875,0.028007813
834560,0.048307292,0.044921875,0.027226563
1876992,0.044401042,0.041107018,0.027226563
646144,0.050911458,0.042578125,0.021757813
774144,0.050911458,0.045442708,0.028007813
3495936,0.045703125,0.043359375,0.024882813
690176,0.050911458,0.048046875,0.023320313
514048,0.049088542,0.046796875,0.027226563
4129791.999,0.050911458,0.040390625,0.028007813
1452032,0.047786458,0.040390625,0.030351563
1341440,0.049088542,0.038671875,0.024570313
1093632,0.043619792,0.034973958,0.030351563
3093504.001,0.043619792,0.037317708,0.029179688
927744,0.049088542,0.044348958,0.029179688
935936,0.045963542,0.039192708,0.026132813
3837952.001,0.043984375,0.035286458,0.029648438
893952,0.045130208,0.043645833,0.029960938
2054144,0.045489081,0.038723958,0.031992188
1006592,0.045722883,0.043645833,0.031992188
964608,0.045703252,0.043645833,0.031992188
1876992,0.045759905,0.043411458,0.031992188
836608,0.045606785,0.043645833,0.031992188
1200128,0.045661132,0.043645833,0.031992188
1290240,0.045612232,0.041848958,0.031992188
777216,0.045592305,0.043645833,0.031992188
2489344,0.045817183,0.038411458,0.031992188
858112,0.045681073,0.043645833,0.031796875
957440,0.045670021,0.043645833,0.031796875
920576,0.04568338,0.043645833,0.031992188
2103296,0.045530122,0.040286458,0.031992188
1045504,0.045801326,0.043645833,0.031523438
811008,0.04570078,0.043645833,0.031523438
1289216,0.045653278,0.043645833,0.031523438
2278399.999,0.045499547,0.038723958,0.031992188
807936,0.044540781,0.042782662,0.024726563
806912,0.045493824,0.043645833,0.029960938
2495487.999,0.045619376,0.038723958,0.029960938
1076224,0.045017424,0.040625,0.025273438
2568192,0.045129828,0.035703125,0.022929688
1144832,0.04526508,0.035703125,0.027617188
1347584,0.044669357,0.040625,0.029648438
2117631.999,0.041536458,0.035703125,0.029648438
1659904,0.041015625,0.035703125,0.026054688
2097152,0.039453125,0.032526042,0.028085938
1520640,0.039973958,0.032526042,0.026132813
