quantity,price_paid_deal,price_paid_non_deal,coupon_value,promotion_type,total_spent,size1_descr,flavor_descr,formula_descr,household_id,household_size,household_income,age_of_female_head,age_of_male_head,age_and_presence_of_children,male_head_employment,female_head_employment,male_head_education,female_head_education,marital_status,male_head_occupation,female_head_occupation,household_composition,race,hispanic_origin,region,scantrack_market_identifier,projection_factor,fips_state_code,fips_county_code,census_tract_county_code,type_of_residence,kitchen_appliances,tv_items,female_head_birth,male_head_birth,household_internet_connection
2,7,0,0.95,2,152.94,16.0 MLOZ,CHC ALMOND NOUGAT,REGULAR,30152076,2,23,6,6,9,3,3,5,5,1,3,3,1,2,2,2,2,301,17,31,430900,6,1,3,10/1/62,10/1/62,1
1,3.55,0,0.95,2,67.62,16.0 MLOZ,CHC,REGULAR,30152076,2,23,6,6,9,3,3,5,5,1,3,3,1,2,2,2,2,301,17,31,430900,6,1,3,10/1/62,10/1/62,1
1,3.3,0,0.49,2,18.28,16.0 MLOZ,CHC FUDGE BROWNIE,REGULAR,30152076,2,23,6,6,9,3,3,5,5,1,3,3,1,2,2,2,2,301,17,31,430900,6,1,3,10/1/62,10/1/62,1
1,0,3.99,0,,12.3,16.0 MLOZ,PB CUP,REGULAR,30232183,2,15,8,8,9,9,9,5,5,4,12,12,8,1,2,3,,308,48,37,10901,1,4,3,1/1/45,10/1/49,1
1,0,3.12,0,,45.73,16.0 MLOZ,W-N-C-P-C,REGULAR,30232183,2,15,8,8,9,9,9,5,5,4,12,12,8,1,2,3,,308,48,37,10901,1,4,3,1/1/45,10/1/49,1
1,3.34,0,0,1,36.45,16.0 MLOZ,CHUNKY MONKEY,REGULAR,30232183,2,15,8,8,9,9,9,5,5,4,12,12,8,1,2,3,,308,48,37,10901,1,4,3,1/1/45,10/1/49,1
1,3.41,0,0,1,29.65,16.0 MLOZ,PB CUP,REGULAR,30232183,2,15,8,8,9,9,9,5,5,4,12,12,8,1,2,3,,308,48,37,10901,1,4,3,1/1/45,10/1/49,1
2,6.82,0,0.5,2,22.79,16.0 MLOZ,PB CUP,REGULAR,30232183,2,15,8,8,9,9,9,5,5,4,12,12,8,1,2,3,,308,48,37,10901,1,4,3,1/1/45,10/1/49,1
1,3.79,0,0,1,63.56,16.0 MLOZ,PB CUP,REGULAR,30232183,2,15,8,8,9,9,9,5,5,4,12,12,8,1,2,3,,308,48,37,10901,1,4,3,1/1/45,10/1/49,1
1,3,0,0,1,29.52,16.0 MLOZ,PISTACHIO PISTACHIO,REGULAR,30232183,2,15,8,8,9,9,9,5,5,4,12,12,8,1,2,3,,308,48,37,10901,1,4,3,1/1/45,10/1/49,1
1,0,2.5,0,,13.2,16.0 MLOZ,CAKE BATTER,REGULAR,30267252,3,26,8,8,9,9,1,6,5,1,12,1,1,1,2,2,,280,29,43,20203,1,4,1,10/1/49,1/1/49,1
2,0,6,0,,53.51,16.0 MLOZ,W-N-C-P-C,REGULAR,30267252,3,26,8,8,9,9,1,6,5,1,12,1,1,1,2,2,,280,29,43,20203,1,4,1,10/1/49,1/1/49,1
1,0,3.49,0,,175.61,16.0 MLOZ,BANANA SPLIT,REGULAR,30267460,4,23,4,4,6,3,3,4,4,1,1,1,1,1,2,2,,687,17,1,600,5,1,3,10/1/68,1/1/68,1
1,0,3.49,0,,175.61,16.0 MLOZ,MAGIC BROWNIES,REGULAR,30267460,4,23,4,4,6,3,3,4,4,1,1,1,1,1,2,2,,687,17,1,600,5,1,3,10/1/68,1/1/68,1
4,10.64,0,2,3,207.44,16.0 MLOZ,W-N-C-P-C,REGULAR,30267512,5,27,5,5,2,3,1,5,6,1,2,1,1,1,2,1,10,2362,34,37,374300,1,4,1,10/1/67,1/1/66,1
1,0,3.42,0,,109.24,16.0 MLOZ,KARAMEL SUTRA,REGULAR,30268075,2,21,3,5,9,1,1,3,4,1,5,5,1,1,2,4,12,5174,6,81,601700,1,1,2,10/1/74,10/1/65,1
2,6,0,2,3,44.57,16.0 MLOZ,TURTLE SOUP,REGULAR,30270943,2,19,8,9,9,9,9,6,4,1,12,12,1,1,2,4,7,501,6,65,45206,1,4,3,10/1/48,10/1/32,1
1,3,0,1.02,2,31.77,16.0 MLOZ,CHC CHIP C-DH,REGULAR,30264910,5,26,3,5,4,3,1,4,5,1,5,1,1,1,2,2,2,4696,17,31,827500,1,4,1,10/1/73,10/1/66,1
2,0,6.84,0,,70.79,16.0 MLOZ,PB CUP,REGULAR,30265706,2,27,6,0,9,0,3,0,5,4,2,2,2,1,2,4,,13964,6,19,3600,1,4,1,10/1/62,,1
1,0,3.41,0,,75.54,16.0 MLOZ,PB CUP,REGULAR,30265706,2,27,6,0,9,0,3,0,5,4,2,2,2,1,2,4,,13964,6,19,3600,1,4,1,10/1/62,,1
1,0,3.41,0,,11.13,16.0 MLOZ,PB CUP,REGULAR,30265706,2,27,6,0,9,0,3,0,5,4,2,2,2,1,2,4,,13964,6,19,3600,1,4,1,10/1/62,,1
1,0,4.69,0,,16.57,16.0 MLOZ,CHERRY GRCA,REGULAR,30266049,2,26,4,0,3,0,3,0,6,4,2,2,2,2,2,3,42,3244,24,33,800210,5,4,3,10/1/72,,1
1,0,3.33,0,,127.29,16.0 MLOZ,CHERRY GRCA,REGULAR,30266049,2,26,4,0,3,0,3,0,6,4,2,2,2,2,2,3,42,3244,24,33,800210,5,4,3,10/1/72,,1
1,0,3.33,0,,75.27,16.0 MLOZ,CHUNKY MONKEY,REGULAR,30266049,2,26,4,0,3,0,3,0,6,4,2,2,2,2,2,3,42,3244,24,33,800210,5,4,3,10/1/72,,1
1,0,3,0,,76.61,16.0 MLOZ,NEW YORK SUPER FUDGE CHUNK,REGULAR,30182477,1,23,7,0,9,0,3,0,5,4,2,2,5,1,2,3,39,385,37,151,30801,1,1,1,10/1/54,,1
1,0,3,0,,76.61,16.0 MLOZ,PHISH FOOD,REGULAR,30182477,1,23,7,0,9,0,3,0,5,4,2,2,5,1,2,3,39,385,37,151,30801,1,1,1,10/1/54,,1
2,0,6,0,,115.51,16.0 MLOZ,OXFORD MINT CHC COOKIE,REGULAR,30183014,1,26,7,0,9,0,3,0,6,4,1,1,5,1,2,3,30,299,24,5,411409,5,4,3,10/1/56,,1
1,0,3.89,0,,30.93,16.0 MLOZ,VAN,REGULAR,30183014,1,26,7,0,9,0,3,0,6,4,1,1,5,1,2,3,30,299,24,5,411409,5,4,3,10/1/56,,1
1,0,3.39,0,,139.08,16.0 MLOZ,HALF BAKED,REGULAR,30183716,2,6,4,0,3,0,1,0,5,3,1,1,2,1,2,1,,1085,23,7,991400,1,4,2,10/1/71,,1
1,0,4.29,0,,19.43,16.0 MLOZ,PISTACHIO PISTACHIO,REGULAR,30183994,1,3,6,0,9,0,9,0,5,4,12,12,5,1,2,3,23,641,47,37,11700,1,1,3,10/1/61,,1
4,0,10,0,,222.59,16.0 MLOZ,AMERICONE DREAM,REGULAR,30186949,5,26,3,4,6,3,9,5,5,1,1,12,1,1,2,2,6,2628,29,117,980500,1,1,3,1/1/73,1/1/70,1
1,3,0,0.5,3,21.85,16.0 MLOZ,PB CUP,REGULAR,30232183,2,15,8,8,9,9,9,5,5,4,12,12,8,1,2,3,,308,48,37,10901,1,4,3,1/1/45,10/1/49,1
1,0,3.18,0,,218.02,16.0 MLOZ,BANANA SPLIT,REGULAR,30232183,2,15,8,8,9,9,9,5,5,4,12,12,8,1,2,3,,308,48,37,10901,1,4,3,1/1/45,10/1/49,1
1,3.49,0,0,1,22.79,16.0 MLOZ,CHUNKY MONKEY,REGULAR,30232183,2,15,8,8,9,9,9,5,5,4,12,12,8,1,2,3,,308,48,37,10901,1,4,3,1/1/45,10/1/49,1
1,3.62,0,0,1,27.54,16.0 MLOZ,W-N-C-P-C,REGULAR,30232183,2,15,8,8,9,9,9,5,5,4,12,12,8,1,2,3,,308,48,37,10901,1,4,3,1/1/45,10/1/49,1
1,0,2.5,0,,122.18,16.0 MLOZ,W-N-C-P-C,REGULAR,30232183,2,15,8,8,9,9,9,5,5,4,12,12,8,1,2,3,,308,48,37,10901,1,4,3,1/1/45,10/1/49,1
1,0,3.18,0,,218.02,16.0 MLOZ,CHERRY GRCA,REGULAR,30232183,2,15,8,8,9,9,9,5,5,4,12,12,8,1,2,3,,308,48,37,10901,1,4,3,1/1/45,10/1/49,1
1,0,3.43,0,,26.64,16.0 MLOZ,CHUNKY MONKEY,REGULAR,30232183,2,15,8,8,9,9,9,5,5,4,12,12,8,1,2,3,,308,48,37,10901,1,4,3,1/1/45,10/1/49,1
2,8.98,0,0,1,11.97,16.0 MLOZ,AMERICONE DREAM,REGULAR,30271023,1,16,9,0,9,0,9,0,5,2,12,12,5,1,2,4,,325,35,13,1201,1,4,1,10/1/31,,1
1,0,3.12,0,,198.38,16.0 MLOZ,CINNAMON BUNS,REGULAR,30271244,2,26,7,6,9,3,3,3,5,1,5,2,1,1,2,3,,595,54,79,20200,1,4,1,10/1/57,10/1/60,1
1,0,3.12,0,,198.38,16.0 MLOZ,CHERRY GRCA,REGULAR,30271244,2,26,7,6,9,3,3,3,5,1,5,2,1,1,2,3,,595,54,79,20200,1,4,1,10/1/57,10/1/60,1
1,0,2.48,0,,141.05,16.0 MLOZ,CHERRY GRCA,REGULAR,30271327,3,26,5,5,9,3,3,3,4,1,6,3,1,1,2,4,26,3941,53,59,950500,1,4,1,1/1/63,10/1/64,1
1,3.59,0,0,1,24.67,16.0 MLOZ,MINT CHC CHUNK,REGULAR,30274119,4,27,3,4,4,3,2,4,6,1,4,1,1,1,2,2,,6584,18,3,10706,1,4,1,10/1/77,10/1/72,1
1,0,3.12,0,,36.94,16.0 MLOZ,CINNAMON BUNS,REGULAR,30274119,4,27,3,4,4,3,2,4,6,1,4,1,1,1,2,2,,6584,18,3,10706,1,4,1,10/1/77,10/1/72,1
1,3,0,0.5,2,134.08,16.0 MLOZ,MINT CHC CHUNK,REGULAR,30274119,4,27,3,4,4,3,2,4,6,1,4,1,1,1,2,2,,6584,18,3,10706,1,4,1,10/1/77,10/1/72,1
1,0,3.4,0,,69.98,16.0 MLOZ,CHUNKY MONKEY,REGULAR,30266049,2,26,4,0,3,0,3,0,6,4,2,2,2,2,2,3,42,3244,24,33,800210,5,4,3,10/1/72,,1
1,0,3.33,0,,127.29,16.0 MLOZ,CHUNKY MONKEY,REGULAR,30266049,2,26,4,0,3,0,3,0,6,4,2,2,2,2,2,3,42,3244,24,33,800210,5,4,3,10/1/72,,1
1,0,3.42,0,,69.98,16.0 MLOZ,CHERRY GRCA,REGULAR,30266049,2,26,4,0,3,0,3,0,6,4,2,2,2,2,2,3,42,3244,24,33,800210,5,4,3,10/1/72,,1
1,0,3.33,0,,75.27,16.0 MLOZ,PHISH FOOD,REGULAR,30266049,2,26,4,0,3,0,3,0,6,4,2,2,2,2,2,3,42,3244,24,33,800210,5,4,3,10/1/72,,1
1,0,4.69,0,,16.57,16.0 MLOZ,CHUNKY MONKEY,REGULAR,30266049,2,26,4,0,3,0,3,0,6,4,2,2,2,2,2,3,42,3244,24,33,800210,5,4,3,10/1/72,,1
1,0,3.42,0,,32.97,16.0 MLOZ,CHERRY GRCA,REGULAR,30266049,2,26,4,0,3,0,3,0,6,4,2,2,2,2,2,3,42,3244,24,33,800210,5,4,3,10/1/72,,1
1,0,3.33,0,,75.27,16.0 MLOZ,CHERRY GRCA,REGULAR,30266049,2,26,4,0,3,0,3,0,6,4,2,2,2,2,2,3,42,3244,24,33,800210,5,4,3,10/1/72,,1
1,3.75,0,0.95,2,60.42,16.0 MLOZ,CHC ALMOND NOUGAT,REGULAR,30152076,2,23,6,6,9,3,3,5,5,1,3,3,1,2,2,2,2,301,17,31,430900,6,1,3,10/1/62,10/1/62,1
1,0,3.5,0,,157.02,16.0 MLOZ,CHC ALMOND NOUGAT,REGULAR,30152076,2,23,6,6,9,3,3,5,5,1,3,3,1,2,2,2,2,301,17,31,430900,6,1,3,10/1/62,10/1/62,1
1,3,0,1.25,2,173.99,16.0 MLOZ,CHC ALMOND NOUGAT,REGULAR,30152076,2,23,6,6,9,3,3,5,5,1,3,3,1,2,2,2,2,301,17,31,430900,6,1,3,10/1/62,10/1/62,1
1,3.5,0,0.95,2,127.18,16.0 MLOZ,CHC,REGULAR,30152076,2,23,6,6,9,3,3,5,5,1,3,3,1,2,2,2,2,301,17,31,430900,6,1,3,10/1/62,10/1/62,1
1,3.4,0,0.5,2,176.65,16.0 MLOZ,CHC ALMOND NOUGAT,REGULAR,30152076,2,23,6,6,9,3,3,5,5,1,3,3,1,2,2,2,2,301,17,31,430900,6,1,3,10/1/62,10/1/62,1
2,7.4,0,1,3,174.31,16.0 MLOZ,CHC FUDGE BROWNIE,REGULAR,30152076,2,23,6,6,9,3,3,5,5,1,3,3,1,2,2,2,2,301,17,31,430900,6,1,3,10/1/62,10/1/62,1
1,3.5,0,0.95,2,127.18,16.0 MLOZ,CHC ALMOND NOUGAT,REGULAR,30152076,2,23,6,6,9,3,3,5,5,1,3,3,1,2,2,2,2,301,17,31,430900,6,1,3,10/1/62,10/1/62,1
1,3.79,0,0,1,49.33,16.0 MLOZ,PISTACHIO PISTACHIO,REGULAR,30232183,2,15,8,8,9,9,9,5,5,4,12,12,8,1,2,3,,308,48,37,10901,1,4,3,1/1/45,10/1/49,1
4,15.96,0,1.49,2,20.95,16.0 MLOZ,CHC FUDGE BROWNIE,REGULAR,30232232,2,13,8,9,9,9,3,3,3,1,12,8,1,1,2,3,11,2285,12,119,960200,1,4,1,10/1/43,10/1/41,1
1,0,3.99,0,,13.27,16.0 MLOZ,CHC FUDGE BROWNIE,REGULAR,30232232,2,13,8,9,9,9,3,3,3,1,12,8,1,1,2,3,11,2285,12,119,960200,1,4,1,10/1/43,10/1/41,1
1,0,3.43,0,,16.74,16.0 MLOZ,CHC FUDGE BROWNIE,REGULAR,30232232,2,13,8,9,9,9,3,3,3,1,12,8,1,1,2,3,11,2285,12,119,960200,1,4,1,10/1/43,10/1/41,1
2,0,8.86,0,,24.02,16.0 MLOZ,CHC FUDGE BROWNIE,REGULAR,30232232,2,13,8,9,9,9,3,3,3,1,12,8,1,1,2,3,11,2285,12,119,960200,1,4,1,10/1/43,10/1/41,1
1,3,0,0.99,2,14.49,16.0 MLOZ,BUTTER PECAN,REGULAR,30232232,2,13,8,9,9,9,3,3,3,1,12,8,1,1,2,3,11,2285,12,119,960200,1,4,1,10/1/43,10/1/41,1
1,3.79,0,0.45,2,28.86,16.0 MLOZ,CHC FUDGE BROWNIE,REGULAR,30232232,2,13,8,9,9,9,3,3,3,1,12,8,1,1,2,3,11,2285,12,119,960200,1,4,1,10/1/43,10/1/41,1
1,3.46,0,0,1,24.67,16.0 MLOZ,CHUBBY HUBBY,REGULAR,30274119,4,27,3,4,4,3,2,4,6,1,4,1,1,1,2,2,,6584,18,3,10706,1,4,1,10/1/77,10/1/72,1
1,0,3.59,0,,190.5,16.0 MLOZ,W-N-C-P-C,REGULAR,30274119,4,27,3,4,4,3,2,4,6,1,4,1,1,1,2,2,,6584,18,3,10706,1,4,1,10/1/77,10/1/72,1
1,3.59,0,0,1,24.67,16.0 MLOZ,ONE CSK BROWNIE,REGULAR,30274119,4,27,3,4,4,3,2,4,6,1,4,1,1,1,2,2,,6584,18,3,10706,1,4,1,10/1/77,10/1/72,1
1,3,0,0.5,2,134.08,16.0 MLOZ,CHUBBY HUBBY,REGULAR,30274119,4,27,3,4,4,3,2,4,6,1,4,1,1,1,2,2,,6584,18,3,10706,1,4,1,10/1/77,10/1/72,1
1,0,3.85,0,,179.89,16.0 MLOZ,CHUNKY MONKEY,REGULAR,30274231,5,15,2,3,1,3,9,4,4,1,5,12,1,1,2,2,,2477,55,97,961100,1,4,3,10/1/79,10/1/73,1
1,0,3.59,0,,103.2,16.0 MLOZ,CHC FUDGE BROWNIE,REGULAR,30274923,4,26,5,4,4,3,3,4,4,1,5,8,1,1,2,1,24,1118,34,5,703101,1,4,2,1/1/65,10/1/72,1
2,0,7.06,0,,33.78,16.0 MLOZ,CHC CHIP C-DH,LIGHT HALF THE FAT,30281203,3,10,2,2,1,1,2,5,5,1,4,4,1,1,2,2,,262,55,141,10500,5,4,3,10/1/82,1/1/80,1
1,0,2.84,0,,135.9,16.0 MLOZ,IMAGINE WHIRLED PEACE,REGULAR,30267199,3,26,7,8,9,3,3,3,4,1,2,2,1,1,2,3,17,321,48,143,950200,1,4,1,10/1/53,10/1/50,1
1,0,3,0,,45.77,16.0 MLOZ,AMERICONE DREAM,REGULAR,30267955,4,27,2,5,1,3,9,6,4,4,1,12,3,1,2,3,36,11687,1,97,6801,1,4,1,1/1/80,10/1/66,1
1,0,4.19,0,,106.37,16.0 MLOZ,CHC CHIP C-DH,REGULAR,30269331,4,26,3,3,4,3,1,5,3,1,1,1,1,1,2,3,42,6149,51,61,990202,1,4,3,1/1/77,10/1/74,1
1,0,4.19,0,,185.26,16.0 MLOZ,CHC CHIP C-DH,REGULAR,30269331,4,26,3,3,4,3,1,5,3,1,1,1,1,1,2,3,42,6149,51,61,990202,1,4,3,1/1/77,10/1/74,1
1,0,3,0,,421.98,16.0 MLOZ,CHC CHIP C-DH,REGULAR,30269331,4,26,3,3,4,3,1,5,3,1,1,1,1,1,2,3,42,6149,51,61,990202,1,4,3,1/1/77,10/1/74,1
1,0,4.19,0,,106.37,16.0 MLOZ,VAN,REGULAR,30269331,4,26,3,3,4,3,1,5,3,1,1,1,1,1,2,3,42,6149,51,61,990202,1,4,3,1/1/77,10/1/74,1
2,0,6,0,,57.52,16.0 MLOZ,CHC CHIP C-DH,REGULAR,30269331,4,26,3,3,4,3,1,5,3,1,1,1,1,1,2,3,42,6149,51,61,990202,1,4,3,1/1/77,10/1/74,1
1,0,3.12,0,,21.61,16.0 MLOZ,W-N-C-P-C,REGULAR,30186949,5,26,3,4,6,3,9,5,5,1,1,12,1,1,2,2,6,2628,29,117,980500,1,1,3,1/1/73,1/1/70,1
2,0,6.96,0,,82.92,16.0 MLOZ,CHUBBY HUBBY,REGULAR,30186949,5,26,3,4,6,3,9,5,5,1,1,12,1,1,2,2,6,2628,29,117,980500,1,1,3,1/1/73,1/1/70,1
1,0,3.12,0,,21.61,16.0 MLOZ,CHC CHIP C-DH,REGULAR,30186949,5,26,3,4,6,3,9,5,5,1,1,12,1,1,2,2,6,2628,29,117,980500,1,1,3,1/1/73,1/1/70,1
1,0,3.5,0,,47.19,16.0 MLOZ,CINNAMON BUNS,REGULAR,30187324,2,15,7,5,9,3,3,4,4,3,3,3,8,1,2,2,6,301,20,91,53702,5,4,2,1/1/55,10/1/64,1
1,0,4.19,0,,12.13,16.0 MLOZ,PB CUP,REGULAR,30187419,2,16,5,0,9,0,3,0,5,4,1,1,2,1,2,2,16,521,39,151,711401,1,1,2,10/1/66,,1
1,0,4.19,0,,12.13,16.0 MLOZ,CHC FUDGE BROWNIE,REGULAR,30187419,2,16,5,0,9,0,3,0,5,4,1,1,2,1,2,2,16,521,39,151,711401,1,1,2,10/1/66,,1
1,3.5,0,0,1,41.9,16.0 MLOZ,CAKE BATTER,REGULAR,30187419,2,16,5,0,9,0,3,0,5,4,1,1,2,1,2,2,16,521,39,151,711401,1,1,2,10/1/66,,1
2,0,8.86,0,,38.46,16.0 MLOZ,CHC FUDGE BROWNIE,REGULAR,30232232,2,13,8,9,9,9,3,3,3,1,12,8,1,1,2,3,11,2285,12,119,960200,1,4,1,10/1/43,10/1/41,1
1,0,3.8,0,,15.47,16.0 MLOZ,CHC FUDGE BROWNIE,REGULAR,30232232,2,13,8,9,9,9,3,3,3,1,12,8,1,1,2,3,11,2285,12,119,960200,1,4,1,10/1/43,10/1/41,1
1,0,3,0,,100.14,16.0 MLOZ,CHC FUDGE BROWNIE,REGULAR,30232232,2,13,8,9,9,9,3,3,3,1,12,8,1,1,2,3,11,2285,12,119,960200,1,4,1,10/1/43,10/1/41,1
1,0,3,0,,166.78,16.0 MLOZ,NEW YORK SUPER FUDGE CHUNK,REGULAR,30232232,2,13,8,9,9,9,3,3,3,1,12,8,1,1,2,3,11,2285,12,119,960200,1,4,1,10/1/43,10/1/41,1
1,0,3.99,0,,4.27,16.0 MLOZ,CHC FUDGE BROWNIE,REGULAR,30232232,2,13,8,9,9,9,3,3,3,1,12,8,1,1,2,3,11,2285,12,119,960200,1,4,1,10/1/43,10/1/41,1
2,0,6,0,,13.53,16.0 MLOZ,CHC FUDGE BROWNIE,REGULAR,30232232,2,13,8,9,9,9,3,3,3,1,12,8,1,1,2,3,11,2285,12,119,960200,1,4,1,10/1/43,10/1/41,1
2,0,8.86,0,,21.93,16.0 MLOZ,NEW YORK SUPER FUDGE CHUNK,REGULAR,30232232,2,13,8,9,9,9,3,3,3,1,12,8,1,1,2,3,11,2285,12,119,960200,1,4,1,10/1/43,10/1/41,1
2,0,7.06,0,,163.3,16.0 MLOZ,CHC CHIP C-DH,REGULAR,30281203,3,10,2,2,1,1,2,5,5,1,4,4,1,1,2,2,,262,55,141,10500,5,4,3,10/1/82,1/1/80,1
1,3.53,0,0,1,47.24,16.0 MLOZ,PHISH FOOD,REGULAR,30284124,4,18,3,3,1,3,1,3,5,1,8,1,1,1,2,2,25,3169,39,29,952400,1,4,3,1/1/77,10/1/73,1
1,3.49,0,0,1,47.24,16.0 MLOZ,ONE CSK BROWNIE,REGULAR,30284124,4,18,3,3,1,3,1,3,5,1,8,1,1,1,2,2,25,3169,39,29,952400,1,4,3,1/1/77,10/1/73,1
1,3.52,0,0,1,47.24,16.0 MLOZ,CHUNKY MONKEY,REGULAR,30284124,4,18,3,3,1,3,1,3,5,1,8,1,1,1,2,2,25,3169,39,29,952400,1,4,3,1/1/77,10/1/73,1
1,0,3.33,0,,85.32,16.0 MLOZ,BANANA SPLIT,REGULAR,30286456,1,26,0,3,9,3,0,6,0,4,1,,7,1,2,1,24,7615,42,29,304201,1,4,3,,1/1/74,1
1,0,3,0,,111.47,16.0 MLOZ,BANANA SPLIT,REGULAR,30286456,1,26,0,3,9,3,0,6,0,4,1,,7,1,2,1,24,7615,42,29,304201,1,4,3,,1/1/74,1
1,0,3,0,,103.86,16.0 MLOZ,BANANA SPLIT,REGULAR,30286456,1,26,0,3,9,3,0,6,0,4,1,,7,1,2,1,24,7615,42,29,304201,1,4,3,,1/1/74,1
1,4.59,0,1.59,2,44.25,16.0 MLOZ,PHISH FOOD,REGULAR,30269900,2,21,8,9,9,9,1,3,3,1,12,3,1,1,2,1,9,5503,36,85,3300,1,4,3,10/1/45,10/1/41,1
1,0,3.5,0,,97.85,16.0 MLOZ,CHC CHIP C-DH,REGULAR,30270912,2,21,8,0,9,0,3,0,4,2,2,2,2,1,2,1,1,2764,25,17,342300,3,4,1,10/1/48,,1
1,0,3.5,0,,144.28,16.0 MLOZ,SWEET CREAM & COOKIES,REGULAR,30270912,2,21,8,0,9,0,3,0,4,2,2,2,2,1,2,1,1,2764,25,17,342300,3,4,1,10/1/48,,1
1,0,3.5,0,,54.63,16.0 MLOZ,CHC CHIP C-DH,REGULAR,30270912,2,21,8,0,9,0,3,0,4,2,2,2,2,1,2,1,1,2764,25,17,342300,3,4,1,10/1/48,,1
1,0,3,0,,36,16.0 MLOZ,CINNAMON BUNS,REGULAR,30271105,2,21,4,5,9,3,9,5,4,1,1,12,1,1,2,2,,262,18,141,3300,1,4,1,10/1/71,10/1/66,1
1,0,3,0,,20.96,16.0 MLOZ,IMAGINE WHIRLED PEACE,REGULAR,30271105,2,21,4,5,9,3,9,5,4,1,1,12,1,1,2,2,,262,18,141,3300,1,4,1,10/1/71,10/1/66,1
1,0,3,0,,38.48,16.0 MLOZ,CINNAMON BUNS,REGULAR,30271105,2,21,4,5,9,3,9,5,4,1,1,12,1,1,2,2,,262,18,141,3300,1,4,1,10/1/71,10/1/66,1
1,0,3.99,0,,29.55,16.0 MLOZ,CHC ALMOND NOUGAT,REGULAR,30152076,2,23,6,6,9,3,3,5,5,1,3,3,1,2,2,2,2,301,17,31,430900,6,1,3,10/1/62,10/1/62,1
2,7,0,1.5,2,186.85,16.0 MLOZ,CHC FUDGE BROWNIE,REGULAR,30152076,2,23,6,6,9,3,3,5,5,1,3,3,1,2,2,2,2,301,17,31,430900,6,1,3,10/1/62,10/1/62,1
1,3.5,0,0.95,2,13.69,16.0 MLOZ,CHC ALMOND NOUGAT,REGULAR,30152076,2,23,6,6,9,3,3,5,5,1,3,3,1,2,2,2,2,301,17,31,430900,6,1,3,10/1/62,10/1/62,1
2,7,0,0.95,2,43.12,16.0 MLOZ,CHC FUDGE BROWNIE,REGULAR,30152076,2,23,6,6,9,3,3,5,5,1,3,3,1,2,2,2,2,301,17,31,430900,6,1,3,10/1/62,10/1/62,1
2,7,0,0.75,2,23.37,16.0 MLOZ,CHC,REGULAR,30152076,2,23,6,6,9,3,3,5,5,1,3,3,1,2,2,2,2,301,17,31,430900,6,1,3,10/1/62,10/1/62,1
1,3.5,0,0.95,2,67.62,16.0 MLOZ,CHC FUDGE BROWNIE,REGULAR,30152076,2,23,6,6,9,3,3,5,5,1,3,3,1,2,2,2,2,301,17,31,430900,6,1,3,10/1/62,10/1/62,1
1,3.5,0,0.95,2,176.49,16.0 MLOZ,CHC,REGULAR,30152076,2,23,6,6,9,3,3,5,5,1,3,3,1,2,2,2,2,301,17,31,430900,6,1,3,10/1/62,10/1/62,1
1,0,3.43,0,,22.99,16.0 MLOZ,CHC FUDGE BROWNIE,REGULAR,30232232,2,13,8,9,9,9,3,3,3,1,12,8,1,1,2,3,11,2285,12,119,960200,1,4,1,10/1/43,10/1/41,1
1,0,3.79,0,,23.47,16.0 MLOZ,CHC FUDGE BROWNIE,REGULAR,30232232,2,13,8,9,9,9,3,3,3,1,12,8,1,1,2,3,11,2285,12,119,960200,1,4,1,10/1/43,10/1/41,1
2,0,8.96,0,,27.14,16.0 MLOZ,CHC FUDGE BROWNIE,REGULAR,30232232,2,13,8,9,9,9,3,3,3,1,12,8,1,1,2,3,11,2285,12,119,960200,1,4,1,10/1/43,10/1/41,1
3,0,11.37,0,,74.24,16.0 MLOZ,CHC FUDGE BROWNIE,REGULAR,30232232,2,13,8,9,9,9,3,3,3,1,12,8,1,1,2,3,11,2285,12,119,960200,1,4,1,10/1/43,10/1/41,1
3,11.37,0,0.46,2,49.98,16.0 MLOZ,CHC FUDGE BROWNIE,REGULAR,30232232,2,13,8,9,9,9,3,3,3,1,12,8,1,1,2,3,11,2285,12,119,960200,1,4,1,10/1/43,10/1/41,1
1,0,3.43,0,,10.98,16.0 MLOZ,CHC FUDGE BROWNIE,REGULAR,30232232,2,13,8,9,9,9,3,3,3,1,12,8,1,1,2,3,11,2285,12,119,960200,1,4,1,10/1/43,10/1/41,1
1,0,3.34,0,,9.26,16.0 MLOZ,CHC FUDGE BROWNIE,REGULAR,30232232,2,13,8,9,9,9,3,3,3,1,12,8,1,1,2,3,11,2285,12,119,960200,1,4,1,10/1/43,10/1/41,1
1,0,3,0,,111.47,16.0 MLOZ,STR CSK,REGULAR,30286456,1,26,0,3,9,3,0,6,0,4,1,,7,1,2,1,24,7615,42,29,304201,1,4,3,,1/1/74,1
1,0,3.44,0,,85.32,16.0 MLOZ,BUTTER PECAN,REGULAR,30286456,1,26,0,3,9,3,0,6,0,4,1,,7,1,2,1,24,7615,42,29,304201,1,4,3,,1/1/74,1
2,6.36,0,3,2,115.49,16.0 MLOZ,CHERRY GRCA,REGULAR,30292045,1,19,3,0,9,0,3,0,5,4,1,1,5,2,2,3,42,4179,24,33,803514,1,4,3,10/1/75,,1
2,6.68,0,2.99,2,104.13,16.0 MLOZ,CHERRY GRCA,REGULAR,30292045,1,19,3,0,9,0,3,0,5,4,1,1,5,2,2,3,42,4179,24,33,803514,1,4,3,10/1/75,,1
